9.749944	0.347354
9.749792	0.952637
9.749373	2.612609
9.748231	7.163790
9.745229	19.614501
9.738911	53.120996
9.732234	134.429640
9.728433	275.506395
9.724633	275.506395
9.720833	275.506395
9.717034	275.506395
9.713236	275.506395
9.709438	275.506395
9.705642	275.506395
9.701846	275.506395
9.698050	275.506395
9.694256	275.506395
9.690462	275.506395
9.686669	275.506395
9.682877	275.506395
9.679085	275.506395
9.675294	275.506395
9.671504	275.506395
9.667715	275.506395
9.663926	275.506395
9.660138	275.506395
9.656351	275.506395
9.652564	275.506395
9.648778	275.506395
9.644993	275.506395
9.641209	275.506395
9.637426	275.506395
9.633643	275.506395
9.629861	275.506395
9.626080	275.506395
9.622299	275.506395
9.618519	275.506395
9.614740	275.506395
9.610962	275.506395
9.607184	275.506395
9.603407	275.506395
9.599631	275.506395
9.595855	275.506395
9.592081	275.506395
9.588307	275.506395
9.584534	275.506395
9.580761	275.506395
9.576989	275.506395
9.573218	275.506395
9.569448	275.506395
9.565679	275.506395
9.561910	275.506395
9.558142	275.506395
9.554375	275.506395
9.550608	275.506395
9.546842	275.506395
9.543077	275.506395
9.539313	275.506395
9.535549	275.506395
9.531786	275.506395
9.528024	275.506395
9.524263	275.506395
9.520502	275.506395
9.516742	275.506395
9.512983	275.506395
9.509225	275.506395
9.505467	275.506395
9.501710	275.506395
9.497954	275.506395
9.494199	275.506395
9.490444	275.506395
9.486690	275.506395
9.482937	275.506395
9.479184	275.506395
9.475433	275.506395
9.471682	275.506395
9.467931	275.506395
9.464182	275.506395
9.460433	275.506395
9.456685	275.506395
9.452938	275.506395
9.449191	275.506395
9.445446	275.506395
9.441701	275.506395
9.437956	275.506395
9.434213	275.506395
9.430470	275.506395
9.426728	275.506395
9.422987	275.506395
9.419246	275.506395
9.415506	275.506395
9.411767	275.506395
9.408029	275.506395
9.404291	275.506395
9.400554	275.506395
9.396818	275.506395
9.393083	275.506395
9.389348	275.506395
9.385615	275.506395
9.381882	275.506395
9.378149	275.506395
9.374418	275.506395
9.370687	275.506395
9.366957	275.506395
9.363227	275.506395
9.359499	275.506395
9.355771	275.506395
9.352044	275.506395
9.348317	275.506395
9.344592	275.506395
9.340867	275.506395
9.337143	275.506395
9.333420	275.506395
9.329697	275.506395
9.325975	275.506395
9.322254	275.506395
9.318534	275.506395
9.314814	275.506395
9.311095	275.506395
9.307377	275.506395
9.303660	275.506395
9.299943	275.506395
9.296227	275.506395
9.292512	275.506395
9.288798	275.506395
9.285084	275.506395
9.281372	275.506395
9.277659	275.506395
9.273948	275.506395
9.270238	275.506395
9.266528	275.506395
9.262819	275.506395
9.259110	275.506395
9.255403	275.506395
9.251696	275.506395
9.247990	275.506395
9.244285	275.506395
9.240580	275.506395
9.236876	275.506395
9.233173	275.506395
9.229471	275.506395
9.225769	275.506395
9.222069	275.506395
9.218369	275.506395
9.214669	275.506395
9.210971	275.506395
9.207273	275.506395
9.203576	275.506395
9.199880	275.506395
9.196184	275.506395
9.192489	275.506395
9.188795	275.506395
9.185102	275.506395
9.181410	275.506395
9.177718	275.506395
9.174027	275.506395
9.170337	275.506395
9.166647	275.506395
9.162959	275.506395
9.159271	275.506395
9.155584	275.506395
9.151897	275.506395
9.148212	275.506395
9.144527	275.506395
9.140843	275.506395
9.137159	275.506395
9.133477	275.506395
9.129795	275.506395
9.126114	275.506395
9.122433	275.506395
9.118754	275.506395
9.115075	275.506395
9.111397	275.506395
9.107719	275.506395
9.104043	275.506395
9.100367	275.506395
9.096692	275.506395
9.093018	275.506395
9.089344	275.506395
9.085672	275.506395
9.082000	275.506395
9.078328	275.506395
9.074658	275.506395
9.070988	275.506395
9.067319	275.506395
9.063651	275.506395
9.059984	275.506395
9.056317	275.506395
9.052651	275.506395
9.048986	275.506395
9.045322	275.506395
9.041658	275.506395
9.037995	275.506395
9.034333	275.506395
9.030672	275.506395
9.027011	275.506395
9.023351	275.506395
9.019692	275.506395
9.016034	275.506395
9.012377	275.506395
9.008720	275.506395
9.005064	275.506395
9.001409	275.506395
8.997754	275.506395
8.994100	275.506395
8.990448	275.506395
8.986795	275.506395
8.983144	275.506395
8.979493	275.506395
8.975843	275.506395
8.972194	275.506395
8.968546	275.506395
8.964898	275.506395
8.961252	275.506395
8.957606	275.506395
8.953960	275.506395
8.950316	275.506395
8.946672	275.506395
8.943029	275.506395
8.939387	275.506395
8.935745	275.506395
8.932105	275.506395
8.928465	275.506395
8.924826	275.506395
8.921187	275.506395
8.917550	275.506395
8.913913	275.506395
8.910277	275.506395
8.906642	275.506395
8.903007	275.506395
8.899373	275.506395
8.895740	275.506395
8.892108	275.506395
8.888477	275.506395
8.884846	275.506395
8.881216	275.506395
8.877587	275.506395
8.873958	275.506395
8.870331	275.506395
8.866704	275.506395
8.863078	275.506395
8.859453	275.506395
8.855828	275.506395
8.852204	275.506395
8.848581	275.506395
8.844959	275.506395
8.841338	275.506395
8.837717	275.506395
8.834097	275.506395
8.830478	275.506395
8.826859	275.506395
8.823242	275.506395
8.819625	275.506395
8.816009	275.506395
8.812394	275.506395
8.808779	275.506395
8.805165	275.506395
8.801552	275.506395
8.797940	275.506395
8.794329	275.506395
8.790718	275.506395
8.787108	275.506395
8.783499	275.506395
