9.5	 0	0.353274862497	9.77035339523e+24
9.49994364113	 1	0.980530257789	2.08907996574e+26
9.4997872304	 2	2.72145250599	4.46657204045e+27
9.49935344987	 3	7.55192002063	9.54430281879e+28
9.49815683765	 4	20.9231707192	2.02980613259e+30
9.49498513102	 5	57.272941709	4.16313539555e+31
9.48842343762	 6	145.419883589	6.81464822632e+32
9.48184777155	 7	295.644026649	5.72636979848e+33
9.47853124412	 8	295.644026649	5.72636979848e+33
9.47521533773	 9	295.644026649	5.72636979848e+33
9.47190005246	10	295.644026649	5.72636979848e+33
9.46858538839	11	295.644026649	5.72636979848e+33
9.4652713456	12	295.644026649	5.72636979848e+33
9.46195792415	13	295.644026649	5.72636979848e+33
9.45864512414	14	295.644026649	5.72636979848e+33
9.45533294563	15	295.644026649	5.72636979848e+33
9.4520213887	16	295.644026649	5.72636979848e+33
9.44871045343	17	295.644026649	5.72636979848e+33
9.4454001399	18	295.644026649	5.72636979848e+33
9.44209044817	19	295.644026649	5.72636979848e+33
9.43878137833	20	295.644026649	5.72636979848e+33
9.43547293046	21	295.644026649	5.72636979848e+33
9.43216510462	22	295.644026649	5.72636979848e+33
9.4288579009	23	295.644026649	5.72636979848e+33
9.42555131937	24	295.644026649	5.72636979848e+33
9.4222453601	25	295.644026649	5.72636979848e+33
9.41894002318	26	295.644026649	5.72636979848e+33
9.41563530868	27	295.644026649	5.72636979848e+33
9.41233121666	28	295.644026649	5.72636979848e+33
9.40902774722	29	295.644026649	5.72636979848e+33
9.40572490042	30	295.644026649	5.72636979848e+33
9.40242267634	31	295.644026649	5.72636979848e+33
9.39912107505	32	295.644026649	5.72636979848e+33
9.39582009663	33	295.644026649	5.72636979848e+33
9.39251974116	34	295.644026649	5.72636979848e+33
9.3892200087	35	295.644026649	5.72636979848e+33
9.38592089934	36	295.644026649	5.72636979848e+33
9.38262241315	37	295.644026649	5.72636979848e+33
9.3793245502	38	295.644026649	5.72636979848e+33
9.37602731056	39	295.644026649	5.72636979848e+33
9.37273069432	40	295.644026649	5.72636979848e+33
9.36943470155	41	295.644026649	5.72636979848e+33
9.36613933231	42	295.644026649	5.72636979848e+33
9.36284458669	43	295.644026649	5.72636979848e+33
9.35955046476	44	295.644026649	5.72636979848e+33
9.35625696659	45	295.644026649	5.72636979848e+33
9.35296409226	46	295.644026649	5.72636979848e+33
9.34967184184	47	295.644026649	5.72636979848e+33
9.3463802154	48	295.644026649	5.72636979848e+33
9.34308921302	49	295.644026649	5.72636979848e+33
9.33979883478	50	295.644026649	5.72636979848e+33
9.33650908073	51	295.644026649	5.72636979848e+33
9.33321995097	52	295.644026649	5.72636979848e+33
9.32993144556	53	295.644026649	5.72636979848e+33
9.32664356457	54	295.644026649	5.72636979848e+33
9.32335630808	55	295.644026649	5.72636979848e+33
9.32006967616	56	295.644026649	5.72636979848e+33
9.31678366888	57	295.644026649	5.72636979848e+33
9.31349828632	58	295.644026649	5.72636979848e+33
